type,date,January,February,March,April,May,June,July,August,September,October,November,December
TGO,1944,26.74,27.94,28.654,28.975,28.907,26.877,26.157,25.286,26.109,27.002,27.684,27.689
TGO,1945,27.784,28.318,29.766,29.803,28.419,26.837,25.417,24.935,25.863,26.477,27.904,26.586
TGO,1946,27.435,28.765,29.664,29.645,28.079,26.227,25.18,24.563,25.497,25.945,27.401,26.655
TGO,1947,27.053,29.494,29.656,29.095,28.393,26.977,25.694,25.403,25.722,26.718,27.059,26.837
TGO,1948,26.551,28.416,29.128,28.16,27.412,25.934,25.385,25.154,25.495,26.903,27.113,27.134
TGO,1949,27.655,28.69,30.018,29.309,28.506,26.352,25.547,24.97,25.655,26.65,27.479,26.943
TGO,1950,27.103,27.914,29.773,29.046,28.115,26.398,25.066,24.533,25.332,26.009,26.89,27.114
TGO,1951,27.521,28.799,29.272,28.976,27.597,27.041,25.524,25.367,26.224,26.498,26.911,26.637
TGO,1952,27.378,28.556,29.43,28.966,27.721,26.45,25.404,24.881,25.259,26.035,27.087,26.901
TGO,1953,27.687,28.451,28.977,29.206,27.229,25.945,25.03,24.718,25.726,26.347,27.157,26.358
TGO,1954,26.796,28.52,28.977,27.869,27.322,25.837,24.414,24.31,25.504,25.756,27.058,26.785
TGO,1955,26.922,28.37,28.572,27.835,27.578,25.828,24.705,24.766,25.099,26.009,26.876,26.115
TGO,1956,26.47,28.355,28.257,28.286,27.631,25.718,24.414,24.414,25.613,26.284,27.272,26.437
TGO,1957,26.353,28.083,29.071,28.369,27.485,26.385,25.429,25.092,25.521,25.966,27.159,26.88
TGO,1958,27.724,27.991,29.761,28.62,27.771,25.717,24.845,25.262,25.644,26.58,27.52,26.823
TGO,1959,27.14,28.594,29.316,28.789,27.623,26.453,25.34,24.921,25.498,26.524,27.322,26.468
TGO,1960,26.992,28.59,28.953,28.08,27.793,26.109,25.322,25.373,25.764,26.45,27.012,26.908
TGO,1961,27.118,27.672,29.482,28.389,28.182,25.987,24.814,24.528,25.192,26.579,27.182,26.276
TGO,1962,26.839,28.58,29.357,28.556,27.466,25.427,25.291,24.703,25.345,26.238,27.06,26.388
TGO,1963,27.218,28.899,28.644,28.335,27.552,26.536,25.714,25.526,26.284,26.311,26.654,26.72
TGO,1964,27.083,28.592,29.565,28.473,27.439,25.957,24.792,24.328,25.047,25.986,26.699,26.704
TGO,1965,27.004,28.275,29.13,28.28,27.476,25.895,25.338,25.076,25.535,26.529,26.898,26.126
TGO,1966,27.044,28.211,29.507,28.729,27.995,26.16,25.938,25.347,25.491,26.28,27.086,26.645
TGO,1967,26.28,28.804,28.866,28.252,27.666,25.807,25.071,24.682,25.238,26.175,26.871,26.732
TGO,1968,26.19,28.542,28.944,27.683,27.538,25.863,25.463,25.707,25.539,26.493,26.97,27.249
TGO,1969,26.971,29.631,29.949,28.932,28.344,26.813,25.437,25.249,25.614,26.138,26.586,27.151
TGO,1970,27.555,29.098,29.646,29.504,27.841,27.06,25.391,25.06,25.511,26.779,27.203,26.522
TGO,1971,26.426,28.361,29.161,28.519,27.707,26.219,25.065,24.68,25.364,26.335,27.082,26.331
TGO,1972,27.117,28.833,29.162,28.006,27.529,26.113,25.775,25.323,26.101,26.628,27.007,27.082
TGO,1973,27.906,29.936,29.908,29.505,28.487,26.7,26.129,25.629,25.835,26.836,27.004,26.858
TGO,1974,26.33,28.395,29.449,28.765,27.635,26.473,25.176,25.392,25.331,26.42,26.922,26.039
TGO,1975,26.179,28.223,29.291,28.322,27.514,26.237,24.997,24.889,25.208,26.291,27.038,26.388
TGO,1976,26.542,28.174,28.756,28.209,27.293,25.622,25.084,24.819,25.8,25.707,26.469,26.373
TGO,1977,27.201,28.376,29.56,29.676,28.2,26.509,25.578,25.213,25.974,26.507,27.152,26.39
TGO,1978,27.469,29.369,28.807,27.786,27.389,26.225,24.903,25.42,25.61,26.547,26.723,27.139
TGO,1979,27.814,28.774,29.883,29.098,27.748,26.041,25.526,25.745,25.99,26.929,27.401,26.391
TGO,1980,28.228,29.246,29.846,29.684,27.65,26.575,25.592,25.378,26.139,26.345,26.918,25.586
TGO,1981,26.534,29.266,29.776,29.183,27.525,26.704,25.127,25.189,25.986,27.011,26.998,27.439
TGO,1982,27.047,28.621,29.157,28.749,27.423,26.39,25.444,25.093,26.097,26.256,26.689,26.88
TGO,1983,25.543,29.508,30.488,30.041,28.528,26.31,25.622,25.442,26.012,27.234,27.712,27.224
TGO,1984,27.311,28.866,29.701,28.673,27.811,26.675,25.934,26.168,25.868,26.61,27.672,26.244
TGO,1985,27.914,28.52,29.974,28.789,27.818,26.493,25.117,25.49,25.486,26.796,27.721,25.957
TGO,1986,26.935,29.382,29.253,29.262,28.465,26.564,24.958,25.223,25.48,26.351,26.566,25.949
TGO,1987,28,29.46,29.499,30.397,29.302,27.111,26.547,26.253,26.48,26.857,27.966,27.13
TGO,1988,27.244,29.37,30.229,28.984,28.745,26.401,25.35,25.137,25.866,27.055,27.6,26.26
TGO,1989,25.903,27.993,29.035,29.334,28.416,26.476,25.543,25.387,25.833,26.272,27.746,26.932
TGO,1990,27.693,28.51,30.129,29.15,28.107,26.956,25.288,25.666,26.072,26.983,28.15,27.498
TGO,1991,27.611,29.443,29.577,28.238,27.07,26.822,25.519,24.998,26.076,25.939,26.975,26.414
TGO,1992,26.277,28.908,30.126,29.182,27.716,26.22,25.13,24.92,25.451,26.454,26.456,26.866
TGO,1993,26.323,28.97,28.945,29.457,28.292,26.686,25.362,25.462,25.848,26.816,27.818,26.862
TGO,1994,27.054,29.148,30.054,28.989,27.801,26.434,25.433,25.197,25.697,26.052,26.901,26.22
TGO,1995,26.893,28.711,29.733,29.195,28.256,26.918,25.823,25.472,25.998,26.523,27.043,27.171
TGO,1996,27.932,29.255,30.02,28.798,28.231,26.499,25.733,25.27,25.493,26.266,26.917,27.256
TGO,1997,27.887,28.39,29.32,28.349,27.347,26.142,25.543,25.633,26.466,26.946,27.52,27.162
TGO,1998,27.559,30.07,30.714,30.428,28.706,26.901,25.964,25.41,25.903,26.74,27.883,27.389
TGO,1999,27.763,28.435,29.936,28.771,28.311,27.189,25.702,25.208,25.299,26.076,27.492,27.182
TGO,2000,28.647,27.88,30.108,29.576,28.55,26.58,25.545,25.144,25.97,26.634,27.665,27.01
TGO,2001,27.091,28.522,30.055,29.233,28.602,26.568,25.663,25.108,25.645,27.047,27.52,27.872
TGO,2002,26.985,29.14,30.231,29.33,28.727,26.937,25.994,25.401,26.104,26.172,27.463,27.483
TGO,2003,27.839,29.932,30.373,28.955,28.688,26.369,25.723,25.625,26.106,27.31,27.766,27.315
TGO,2004,27.885,29.159,30.007,29.073,27.856,26.417,25.552,25.549,26.226,26.999,27.774,27.922
TGO,2005,27.067,30.409,30.553,29.962,28.312,26.615,25.764,25.437,26.403,26.945,27.932,27.801
TGO,2006,28.12,29.693,30.202,30.283,28.002,27.397,26.417,25.655,25.866,26.857,27.585,27.145
TGO,2007,27.459,30.089,30.978,29.529,28.562,27.126,26.122,25.633,26.265,26.881,28.099,27.623
TGO,2008,25.82,29.056,30.133,29.531,28.36,26.835,25.82,25.514,26.048,26.916,27.802,27.744
TGO,2009,27.607,30.036,30.36,28.855,28.534,26.946,25.969,25.69,26.18,26.566,27.396,28.385
TGO,2010,28.572,30.464,30.964,30.274,29.069,27.298,26.041,26.062,25.933,26.619,27.933,27.484
TGO,2011,27.376,29.578,30.486,29.786,28.823,27.253,26.211,25.675,26.095,26.709,28,27.272
TGO,2012,27.438,29.019,30.167,29.255,27.973,26.949,25.694,25.361,25.948,26.489,27.882,26.864
THA,1900,22.701,24.547,26.681,29.122,28.273,27.716,27.187,26.968,26.568,26.172,24.369,22.899
THA,1901,24.565,23.631,26.264,28.411,27.93,27.949,27.365,27.074,27.037,25.931,24.576,21.935
THA,1902,22.664,22.879,27.125,28.119,28.576,28.209,27.389,27.091,26.404,26.124,25.083,23.753
THA,1903,22.94,23.963,27.504,28.835,28.824,27.886,27.103,26.659,26.331,25.72,23.825,20.993
THA,1904,21.905,23.608,26.44,27.404,27.521,27.127,26.734,26.817,26.363,25.954,23.907,21.216
THA,1905,23.028,24.031,26.384,28.318,28.273,27.357,26.853,27.127,26.287,25.791,24.293,24.037
THA,1906,23.478,25.5,26.442,28.877,28.865,27.674,27.233,27.163,26.566,25.376,23.805,22.769
THA,1907,22.595,24.148,26.268,27.459,27.45,26.967,26.793,26.33,26.455,26.22,24.964,21.172
THA,1908,22.965,24.059,25.98,28.241,27.479,27.209,27.263,26.461,26.685,26.055,23.56,22.419
THA,1909,23.09,24.832,26.72,28.171,27.638,27.456,26.611,27.168,26.793,26.356,23.786,21.915
THA,1910,23.354,24.866,26.104,27.768,27.992,27.473,27.158,27.254,26.311,25.632,24.442,21.22
THA,1911,22.496,23.504,26.772,27.73,28.321,27.651,26.973,27.174,26.768,25.785,25.195,23.706
THA,1912,22.357,24.11,27.121,28.086,29.259,28.398,27.226,26.781,26.349,25.562,23.714,22.044
THA,1913,22.197,24.747,26.269,28.27,27.719,27.754,26.756,26.499,26.57,25.745,24.115,21.968
THA,1914,22.245,25.011,26.927,28.406,28.787,27.695,26.837,26.774,26.656,26.154,24.991,23.06
THA,1915,23.168,25.732,27.131,28.553,27.961,27.818,27.453,27.668,26.688,25.968,24.237,21.42
THA,1916,21.762,24.183,26.39,28.33,28.277,27.188,27.118,26.987,26.416,25.61,23.357,21.687
THA,1917,21.83,24.022,26.034,28.013,28,27.187,27.1,26.751,26.058,25.41,23.987,21.761
THA,1918,20.534,23.196,26.136,27.34,27.505,27.214,27.559,26.644,26.723,26.04,24.817,23.573
THA,1919,23.649,24.713,27.824,28.866,28.703,27.834,27.371,27.005,26.763,25.996,24.352,22.563
THA,1920,22.006,24.232,27.068,28.201,28.61,27.884,27.492,27.162,26.533,25.634,24.799,23.015
THA,1921,22.498,23.906,26.779,28.117,28.186,27.672,27.042,26.995,26.149,25.766,23.792,22.5
THA,1922,23.419,25.192,26.359,28.197,28.794,27.783,26.983,26.956,26.458,25.966,24.082,22.138
THA,1923,22.761,23.831,26.904,27.941,27.742,27.206,26.949,26.57,26.748,26.201,25.238,23.08
THA,1924,23.46,24.626,27.068,27.992,28.677,27.575,26.849,26.981,27.08,25.559,24.707,21.671
THA,1925,22.276,23.285,26.71,26.923,28.126,27.558,27.182,27.081,26.729,25.627,24.811,22.11
THA,1926,23.148,24.862,26.825,28.709,29.373,27.612,27.331,26.68,26.798,25.647,24.737,23.133
THA,1927,22.938,24.459,26.231,27.344,28.101,27.818,27.166,27.323,26.984,25.265,24.561,23.051
THA,1928,24.489,24.007,26.958,27.519,28.303,27.276,27.28,27.169,26.766,24.855,23.961,23.163
THA,1929,23.443,24.635,25.567,27.167,28.425,27.475,26.775,26.935,26.578,25.502,23.953,23.706
THA,1930,22.203,24.174,25.998,28.438,27.875,27.509,27.12,26.965,26.578,26.186,24.863,23.388
THA,1931,23.342,25.451,27.58,29.388,29.185,28.425,27.665,27.443,27.025,24.981,24.414,23.205
THA,1932,21.912,23.899,26.039,28.081,28.997,28.045,26.88,27.771,26.643,25.838,25.039,22.039
THA,1933,22.495,24.89,26.79,28.364,28.499,27.821,27.018,27.228,26.872,25.839,23.827,22.775
THA,1934,21.899,23.839,26.306,27.791,28.332,27.872,27.115,26.788,26.819,25.448,24.761,21.597
THA,1935,23.599,25.264,27.562,28.716,28.256,27.886,27.035,27.427,26.517,26.752,25.499,23.33
THA,1936,22.003,24.607,26.12,28.533,28.373,27.564,27.117,27.071,26.478,25.037,24.627,24.306
THA,1937,23.303,25.178,27.719,28.952,28.113,27.897,27.19,27.271,26.751,25.897,25.416,23.243
THA,1938,23.312,25.036,26.738,28.09,27.788,27.134,26.741,27.26,26.754,25.943,23.857,23.268
THA,1939,22.998,25.06,27.278,28.078,28.058,27.395,27.207,26.979,26.623,26.183,25.578,20.27
THA,1940,21.335,24.863,26.958,28.729,28.425,27.806,27.501,26.868,27.145,26.705,25.254,23.575
THA,1941,25.079,25.683,27.977,29.523,28.803,28.036,27.728,27.326,27.175,26.196,25.266,24.002
THA,1942,22.774,26.29,27.858,28.267,28.353,27.517,27.396,26.848,26.694,26.26,25.12,23.226
THA,1943,22.228,23.811,26.918,27.399,28.24,27.862,27.5,27.237,26.816,26.108,24.665,22.312
THA,1944,23.62,25.196,27.204,28.72,28.422,28.049,27.485,27.351,27.424,26.696,25.643,21.509
THA,1945,23.384,24.091,26.648,27.833,27.76,27.622,27.884,27.394,27.083,25.244,25.949,23.307
THA,1946,22.636,24.696,27.991,27.925,28.005,28.189,27.885,27.474,26.902,25.702,25.265,24.557
THA,1947,24.962,25.52,27.527,27.955,28.819,27.8,27.259,27.431,27.037,26.247,24.609,23.128
THA,1948,22.617,25.623,27.56,27.811,27.978,28.004,27.272,27.073,26.669,25.82,23.449,23.533
THA,1949,22.051,24.78,27.704,28.062,28.167,28.371,27.217,27.123,26.821,26.159,24.903,23.637
THA,1950,23.153,24.56,27.648,28.596,28.275,27.481,27.133,27.133,26.775,25.767,25.052,21.47
THA,1951,22.733,24.615,27.209,28.805,28.295,27.345,27.253,27.242,27.151,26.079,25.399,22.964
THA,1952,23.495,26.138,27.39,28.413,28.952,27.822,27.278,26.786,26.723,26.148,25.017,21.645
THA,1953,23.51,25.035,27.312,28.524,28.159,27.699,27.385,27.048,26.981,26.876,25.218,23.13
THA,1954,24.655,25.297,26.835,29.174,28.251,28.104,27.825,27.251,26.591,25.758,24.438,22.444
THA,1955,21.507,25.1,27.282,28.211,28.52,27.197,27.376,26.936,26.969,25.905,23.812,21.603
THA,1956,21.964,25.541,27.947,28.401,27.663,27.479,27.097,26.757,26.698,25.76,23.626,22.283
THA,1957,23.203,24.397,27.011,28.78,29.697,28.062,27.418,27.35,27.021,25.974,25.402,23.814
THA,1958,23.732,24.724,28.556,29.625,29.764,28.194,27.336,27.301,26.97,26.078,23.878,21.692
THA,1959,22.943,25.823,26.709,29.268,28.73,28.678,27.137,27.039,26.662,25.919,25.491,24.838
THA,1960,23.597,24.862,27.835,29.622,28.948,28.071,27.476,27.39,26.886,26.098,25.567,22.741
THA,1961,22.604,25.748,27.652,28.805,28.127,27.227,27.156,26.897,26.505,25.973,25.164,23.65
THA,1962,22.226,23.957,27.187,28.986,28.891,27.853,27.441,27.085,26.717,26.149,24.989,22.152
THA,1963,20.633,24.168,26.783,28.675,29.599,27.857,26.945,27.128,27.073,26.076,25.686,22.925
THA,1964,24.227,25.157,27.352,29.031,27.879,27.828,27.45,27.117,26.845,26.359,23.676,22.002
THA,1965,21.863,25.621,26.877,28.629,28.448,27.219,27.42,27.177,26.745,26.382,25.325,24.351
THA,1966,24.56,26.256,28.099,29.45,28.13,27.811,27.482,27.011,26.612,26.495,25.376,24.513
THA,1967,22.665,24.502,27.084,28.443,28.382,28.101,27.515,27.093,26.61,25.536,24.979,22.263
THA,1968,22.933,24.157,27.552,27.734,28.045,27.576,27.636,27.256,27.044,26.04,25.767,24.533
THA,1969,24.772,25.612,28.219,29.3,29.257,27.982,27.123,26.987,26.851,26.535,24.101,22.146
THA,1970,23.619,25.254,28.151,28.44,28.61,27.633,27.159,26.783,26.852,25.894,24.553,23.88
THA,1971,21.914,24.277,26.813,28.591,28.129,27.137,26.703,26.557,26.933,25.162,22.962,22.863
THA,1972,21.917,25.282,26.44,27.647,29.558,27.847,27.515,27.043,27.093,26.798,25.728,23.88
THA,1973,23.525,26.378,28.073,29.981,28.547,28.112,27.463,27.046,26.812,25.983,23.937,21.418
THA,1974,22.167,24.054,26.59,27.929,27.853,27.579,27.374,27.022,26.92,26.251,24.687,23.675
THA,1975,23.578,25.414,27.875,29.451,28.15,27.358,27.167,26.983,26.744,26.118,24.253,20.787
THA,1976,21.216,24.818,27.069,28.682,27.528,27.77,27.273,26.594,26.859,26.472,23.974,23.216
THA,1977,23.405,23.91,26.864,28.463,28.413,28.935,27.715,27.459,26.76,26.625,24.284,23.595
THA,1978,24.037,25.254,28.272,29.103,28.523,28.019,27.057,27.117,26.608,25.966,24.779,23.249
THA,1979,24.81,26.351,28.77,29.449,28.96,27.908,28.006,27.309,27.172,25.808,24.292,23.111
THA,1980,23.492,25.598,28.593,29.889,29.391,27.599,27.618,27.335,26.793,26.382,25.241,23.737
THA,1981,22.677,25.672,27.984,28.564,28.118,27.339,26.98,27.174,27.176,26.301,24.909,21.656
THA,1982,22.47,25.386,28.117,27.809,28.784,27.7,27.289,26.716,26.466,26.279,25.763,21.465
THA,1983,22.305,25.699,27.85,30.441,29.373,28.172,27.956,27.196,26.995,26.115,23.583,21.895
THA,1984,22.282,25.668,27.376,29.053,28.079,27.309,26.958,27.014,26.521,25.446,24.806,23.052
THA,1985,23.641,26.008,27.567,28.753,27.976,27.214,26.761,26.953,26.603,25.85,25.254,22.606
THA,1986,22.184,25.15,26.772,28.718,27.772,27.885,27.15,27.32,26.85,26.119,24.706,23.158
THA,1987,23.583,25.381,27.633,29.128,29.265,28.211,27.974,27.562,27.063,26.739,26.045,21.23
THA,1988,24.02,26.282,28.306,28.853,28.192,27.625,27.512,27.18,27.133,25.794,23.561,22.339
THA,1989,24.173,24.993,26.888,29.354,28.37,27.409,27.415,27.096,26.95,25.969,24.88,22.354
THA,1990,24.325,25.832,27.328,29.292,28.151,27.886,27.252,27.57,26.987,26.163,25.125,23.177
THA,1991,24.64,25.403,28.759,29.409,28.971,27.742,27.461,26.823,27.087,25.923,24.382,23.24
THA,1992,22.323,24.643,27.93,30.205,29.696,28.067,27.259,27.024,26.921,24.995,23.595,22.836
THA,1993,22.845,24.328,27.455,28.699,28.609,28.328,27.949,26.973,26.722,25.9,25.06,22.697
THA,1994,24.08,26.752,26.88,29.171,28.352,27.331,27.186,26.623,26.844,25.501,24.955,24.049
THA,1995,23.808,24.834,28.267,29.763,28.658,28.341,27.151,27.018,26.901,26.432,24.79,22.396
THA,1996,23.195,24.06,27.857,28.15,28.091,27.746,27.36,27.059,26.614,26.215,25.299,22.58
THA,1997,22.825,25.059,27.402,27.688,29.163,28.675,27.341,27.273,26.831,26.723,25.75,24.892
THA,1998,25.118,26.732,29.135,29.971,29.884,28.933,28.069,27.717,27.166,26.618,25.365,23.848
THA,1999,24.087,25.856,28.226,28.003,27.243,27.492,27.57,27.002,26.85,26.07,25.07,21.198
THA,2000,24.032,24.679,27.246,28.062,27.71,27.326,27.243,27.321,26.609,26.468,24.576,24.354
THA,2001,24.994,25.939,27.066,30.125,27.86,27.646,27.567,27.405,27.27,26.637,23.822,23.827
THA,2002,23.469,25.958,27.747,29.231,28.221,28.206,27.776,26.981,26.716,26.633,25.556,24.939
THA,2003,23.227,25.813,27.102,29.361,29.041,27.905,27.59,27.506,26.906,26.609,25.771,22.957
THA,2004,23.97,24.612,28.268,29.376,28.242,27.496,27.173,27.354,26.806,26.225,25.793,22.685
THA,2005,23.696,26.939,27.528,29.194,29.19,28.212,27.633,27.253,26.989,26.659,25.61,23.095
THA,2006,23.893,26.146,28.198,28.599,27.807,28.168,27.457,27.126,27.068,26.638,26.255,23.583
THA,2007,23.528,25.654,28.355,28.95,27.774,28.473,27.686,27.51,27.197,26.004,24.132,24.38
THA,2008,23.742,24.303,27.338,28.607,27.555,27.686,27.339,27.296,26.944,26.764,24.633,22.457
THA,2009,22.001,26.425,27.578,28.74,28.1,27.962,27.518,27.831,27.411,26.922,25.208,24.081
THA,2010,24.86,26.866,28.407,30.398,30.327,29.162,28.183,27.294,27.489,26.258,25.253,24.179
THA,2011,23.116,25.728,25.553,27.894,28.118,27.877,27.544,27.145,26.9,26.286,25.7,23.159
THA,2012,24.475,26.318,27.924,29.019,28.562,28.266,27.685,27.685,27.439,27.256,27.256,25.583
TJK,1900,-15.874,-11.528,-0.174,3.026,11.273,13.998,17.654,15.604,11.668,4.622,-0.97,-6.738
TJK,1901,-10.564,-8.472,0.289,4.901,9.167,12.046,16.401,15.309,11.18,2.199,-0.156,-6.627
TJK,1902,-8.133,-7.347,-2.054,3.509,10.861,15.387,16.055,15.249,11.051,4.467,-2.216,-7.243
TJK,1903,-12.204,-8.384,-6.686,1.823,8.414,13.575,15.121,15.123,11.485,5.096,-2.771,-8.554
TJK,1904,-14.221,-5.779,-0.996,3.707,9.771,14.927,16.337,15.375,10.234,1.889,-0.534,-6.248
TJK,1905,-12.01,-13.018,-6.482,3.475,9.887,14.19,16.725,15.602,11.503,6.298,-0.834,-8.124
TJK,1906,-12.323,-9.572,-2.088,2.205,10.132,15.167,16.378,16.147,10.924,5.124,-0.933,-5.487
TJK,1907,-9.486,-9.708,-3.828,5.484,7.976,12.014,16.016,15.465,10.347,2.438,-2.494,-7.65
TJK,1908,-9.423,-9.133,-3.715,4.535,9.216,13.792,17.803,15.579,10.901,2.287,-0.823,-7.499
TJK,1909,-13.112,-8.132,-1.08,6.843,9.995,14.234,16.033,16.258,10.875,3.971,1.151,-5.8
TJK,1910,-8.757,-7.026,-3.607,3.41,11.055,14.199,17.402,16.203,10.931,3.92,-2.891,-12.181
TJK,1911,-10.592,-7.197,-2.619,4.451,10.393,15.552,15.976,15.603,11.475,3.11,-3.825,-9.63
TJK,1912,-10.458,-5.757,-2.18,6.595,9.654,14.738,17.34,15.096,9.235,5.616,-2.381,-7.782
TJK,1913,-8.714,-8.477,-4.256,2.841,11.342,14.386,17.603,14.896,10.777,4.826,-2.7,-6.755
TJK,1914,-6.795,-7.159,-1.319,5.294,9.957,16.394,17.194,15.783,12.213,3.618,-1.646,-9.675
TJK,1915,-8.663,-7.819,1.345,5.533,12.52,15.299,16.259,16.793,13.232,5.278,-0.146,-6.328
TJK,1916,-9.38,-10.41,-0.696,6.427,9.981,13.13,16.674,17.092,11.37,4.441,-6.15,-8.271
TJK,1917,-8.021,-4.666,-1.548,5.024,13.247,14.2,16.721,16.613,12.018,3.461,-3.196,-9.66
TJK,1918,-10.978,-8.23,-2.831,3.312,12.312,15.356,17.206,16.902,11.433,4.862,-3.853,-11.025
TJK,1919,-14.906,-8.673,-2.859,6.209,10.149,14.789,16.979,16.18,9.891,4.845,-1.39,-7.6
TJK,1920,-8.932,-10.898,-2.68,1.788,7.535,13.864,16.728,15.071,11.147,5.069,-3.658,-13.425
TJK,1921,-11.291,-7.96,-3.575,6.234,8.704,12.938,16.826,14.465,10.681,4.505,-1.799,-6.707
TJK,1922,-9.207,-7.075,-0.606,5.607,9.503,14.262,17.06,15.746,11.45,4.61,-0.825,-6.363
TJK,1923,-10.643,-8.404,-1.39,4.566,9.556,14.867,15.785,16.877,9.078,3.925,-2.296,-9.971
TJK,1924,-10.376,-7.006,-1.143,5.035,6.582,13.61,17.572,16.353,10.626,5.026,-2.264,-8.29
TJK,1925,-12.451,-11.711,-0.108,5.628,10.784,15.331,18.017,15.841,11.334,5.646,-2.675,-4.832
TJK,1926,-8.433,-6.734,-0.831,2.83,10.242,14.11,16.922,17.136,12.092,3.947,-5.923,-6.935
TJK,1927,-13.163,-9.142,-3.669,5.908,10.268,14.822,18.339,16.367,11.067,6.585,-2.255,-7.498
TJK,1928,-13.086,-8.622,-4.802,4.799,10.959,15.218,16.648,15.274,9.678,4.352,-1.021,-8.817
TJK,1929,-14.47,-10.137,-0.261,7.522,9.537,14.187,16.861,15.483,12.183,2.85,-2.24,-14.104
TJK,1930,-15.96,-9.886,-1.894,3.493,10.172,15.113,18.386,15.586,9.562,3.707,-0.319,-9.839
TJK,1931,-10.467,-12.725,-1.573,6.193,8.42,13.414,16.025,16.423,12.622,5.21,-3.16,-9.089
TJK,1932,-9.643,-9.111,0.174,7.126,9.099,14.755,18.414,14.9,11.543,3.376,-3.265,-12.749
TJK,1933,-15.53,-7.347,-4.011,4.509,11.497,14.557,18.362,16.789,11.127,4.372,-1.416,-6.844
TJK,1934,-16.466,-6.283,-1.989,3.485,6.714,14.277,16.128,16.214,9.786,3.264,-4.083,-6.741
TJK,1935,-15.245,-6.824,-2.33,3.824,9.525,12.31,17.072,16.636,10.353,4.573,-4.002,-8.834
TJK,1936,-12.106,-6.244,-3.997,4.211,11.546,15.316,16.723,14.724,12.156,6.799,-1.331,-8.793
TJK,1937,-12.584,-6.355,-3.328,2.848,10.264,14.941,17.301,16.21,11.801,4.304,-4.89,-9.338
TJK,1938,-9.504,-7.085,-3.447,6.554,13.151,13.903,16.277,15.768,10.552,4.702,-3.004,-7.584
TJK,1939,-9.78,-7.466,-3.833,2.179,10.821,15.855,17.702,15.927,11.382,4.755,-0.964,-4.143
TJK,1940,-7.751,-5.229,-2.269,6.139,10.011,16.055,17.672,15.438,10.951,6.193,-1.033,-6.189
TJK,1941,-10.665,-4.28,1.253,6.262,12.158,16.365,16.501,16.61,11.372,7.962,-1.112,-7.175
TJK,1942,-10.286,-8.715,-0.441,5.502,10.903,14.567,17.768,15.5,10.719,5.513,0.295,-7.505
TJK,1943,-10.245,-7.582,-2.848,3.796,9.395,13.798,17.865,16.198,11.132,3.559,-2.813,-6.442
TJK,1944,-9.579,-6.128,1.857,5.745,12.228,14.43,19.363,16.626,10.5,3.979,-1.831,-13.258
TJK,1945,-12.322,-10.645,-3.802,4.673,9.378,14.518,16.728,16.751,11.817,5.713,-1.888,-8.193
TJK,1946,-9.654,-4.319,-0.57,7.386,12.545,14.402,16.567,15.829,11.776,6.843,-4.046,-11.057
TJK,1947,-9.884,-6.635,2.843,6.712,10.614,13.935,16.804,17.284,11.813,4.639,1.163,-7.373
TJK,1948,-7.645,-6.254,-2.58,4.32,10.646,13.888,17.777,16.35,10.849,4.626,-2.082,-10.483
TJK,1949,-12.203,-7.608,-2.201,5.142,10.194,12.656,17.191,15.208,10.424,2.689,-3.936,-8.272
TJK,1950,-11.33,-10.572,-0.993,3.071,10.875,15.203,17.703,16.249,10.556,4.537,-5.2,-11.648
TJK,1951,-11.422,-11.111,-2.963,4.715,10.43,12.625,15.963,15.947,12.158,6.477,-1.602,-5.041
TJK,1952,-8.882,-4.872,-1.979,5.879,9.671,14.474,16.975,16.25,11.054,4.714,-3.721,-8.367
TJK,1953,-9.058,-4.016,-1.576,4.394,11.143,14.647,17.934,15.511,11.754,2.463,-3.555,-7.9
TJK,1954,-11.321,-8.669,-3.153,5.974,10.185,13.359,16.057,15.426,11.719,4.953,-2.808,-10.244
TJK,1955,-9.986,-4.356,-0.505,3.188,9.513,14.571,16.662,16.98,11.438,4.474,0,-5.14
TJK,1956,-11.043,-6.962,-1.81,6.194,12.347,13.989,18.605,16.266,11.951,4.881,-0.135,-8.585
TJK,1957,-12.533,-11.278,-1.123,3.115,9.049,13.827,16.045,15.348,10.821,3.941,-3.011,-7.662
TJK,1958,-7.425,-5.56,0.732,5.815,8.012,14.709,17.736,14.856,11.574,4.645,-3.857,-5.629
TJK,1959,-9.936,-9.068,-1.779,6.764,9.065,14.564,16.415,16.795,13.695,6.065,-2.606,-9.325
TJK,1960,-8.933,-3.96,-3.806,2.903,8.32,15.062,16.659,16.281,11.149,5.212,-2.923,-8.258
TJK,1961,-8.889,-8.788,-0.886,5.186,12.646,15.055,18.097,15.981,12.39,3.524,-2.224,-7.113
TJK,1962,-10.263,-4.757,1.775,5.049,9.806,14.049,17.616,15.901,10.266,4.367,-4.727,-8.929
TJK,1963,-8.341,-3.61,-0.305,6.337,10.055,15.634,16.811,15.205,11.186,6.599,-1.538,-7.395
TJK,1964,-14.069,-7.821,0.192,4.094,8.975,14.093,16.206,15.784,11.132,3.163,-1.501,-9.846
TJK,1965,-8.576,-8.423,-2.267,4.654,10.549,14.328,16.824,14.936,10.461,5.765,-0.105,-7.322
TJK,1966,-6.235,-3.539,-1.545,4.254,9.117,15.96,16.361,15.907,10.723,3.816,-3.407,-7.276
TJK,1967,-11.335,-7.704,-1.485,4.769,8.851,14.232,16.499,15.446,11.378,3.917,-1.551,-6.409
